Source,Year,Series,Target,Value
Bosnia and Herzegovina,2010,Major trading partner 2 (% of imports),Italy,8.9
Bosnia and Herzegovina,2015,Major trading partner 2 (% of imports),Italy,11.1
Bosnia and Herzegovina,2020,Major trading partner 2 (% of imports),Italy,11.5
Bosnia and Herzegovina,2010,Major trading partner 3 (% of exports),Serbia,14.2
Bosnia and Herzegovina,2015,Major trading partner 3 (% of exports),Serbia,9.4
Bosnia and Herzegovina,2020,Major trading partner 3 (% of exports),Serbia,11.6
Bosnia and Herzegovina,2010,Major trading partner 3 (% of imports),Serbia,10.5
Bosnia and Herzegovina,2015,Major trading partner 3 (% of imports),Serbia,10.9
Bosnia and Herzegovina,2020,Major trading partner 3 (% of imports),Serbia,11.3
Botswana,2010,Major trading partner 1 (% of exports),United Arab Emirates,0.1
Botswana,2015,Major trading partner 1 (% of exports),United Arab Emirates,5.3
Botswana,2020,Major trading partner 1 (% of exports),United Arab Emirates,21.5
Botswana,2010,Major trading partner 1 (% of imports),South Africa,72.8
Botswana,2015,Major trading partner 1 (% of imports),South Africa,65.3
Botswana,2020,Major trading partner 1 (% of imports),South Africa,58.6
Botswana,2010,Major trading partner 2 (% of exports),Belgium,3.3
Botswana,2015,Major trading partner 2 (% of exports),Belgium,19.8
Botswana,2020,Major trading partner 2 (% of exports),Belgium,21.4
Botswana,2010,Major trading partner 2 (% of imports),Belgium,0.9
Botswana,2015,Major trading partner 2 (% of imports),Belgium,2.6
Botswana,2020,Major trading partner 2 (% of imports),Belgium,7.8
Botswana,2010,Major trading partner 3 (% of exports),India,0.9
Botswana,2015,Major trading partner 3 (% of exports),India,12.4
Botswana,2020,Major trading partner 3 (% of exports),India,21
Botswana,2010,Major trading partner 3 (% of imports),Namibia,1.2
Botswana,2015,Major trading partner 3 (% of imports),Namibia,14.5
Botswana,2020,Major trading partner 3 (% of imports),Namibia,7.6
Brazil,2010,Major trading partner 1 (% of exports),China,15.2
Brazil,2015,Major trading partner 1 (% of exports),China,18.6
Brazil,2020,Major trading partner 1 (% of exports),China,32.4
Brazil,2010,Major trading partner 1 (% of imports),China,14.1
Brazil,2015,Major trading partner 1 (% of imports),China,17.9
Brazil,2020,Major trading partner 1 (% of imports),China,22.1
Brazil,2010,Major trading partner 2 (% of exports),United States,10
Brazil,2015,Major trading partner 2 (% of exports),United States,13.4
Brazil,2020,Major trading partner 2 (% of exports),United States,10.3
Brazil,2010,Major trading partner 2 (% of imports),United States,15
Brazil,2015,Major trading partner 2 (% of imports),United States,15.6
Brazil,2020,Major trading partner 2 (% of imports),United States,17.9
Brazil,2010,Major trading partner 3 (% of exports),Argentina,9.2
Brazil,2015,Major trading partner 3 (% of exports),Argentina,6.7
Brazil,2020,Major trading partner 3 (% of exports),Argentina,4.1
Brazil,2010,Major trading partner 3 (% of imports),Germany,6.9
Brazil,2015,Major trading partner 3 (% of imports),Germany,6.1
Brazil,2020,Major trading partner 3 (% of imports),Germany,5.8
British Virgin Islands,2010,Major trading partner 1 (% of exports),India,0.5
British Virgin Islands,2015,Major trading partner 1 (% of exports),India,0.5
British Virgin Islands,2020,Major trading partner 1 (% of exports),India,17.8
British Virgin Islands,2010,Major trading partner 1 (% of imports),United States,9.9
British Virgin Islands,2015,Major trading partner 1 (% of imports),United States,35.7
British Virgin Islands,2020,Major trading partner 1 (% of imports),United States,38.6
British Virgin Islands,2020,Major trading partner 2 (% of imports),Areas nes,37.2
British Virgin Islands,2020,Major trading partner 3 (% of imports),Dem. Rep. of Congo,4
Brunei Darussalam,2010,Major trading partner 1 (% of exports),Japan,43.5
Brunei Darussalam,2015,Major trading partner 1 (% of exports),Japan,36.3
Brunei Darussalam,2020,Major trading partner 1 (% of exports),Japan,31.4
Brunei Darussalam,2010,Major trading partner 1 (% of imports),China,7.8
Brunei Darussalam,2015,Major trading partner 1 (% of imports),China,10.4
Brunei Darussalam,2020,Major trading partner 1 (% of imports),China,13.2
Brunei Darussalam,2010,Major trading partner 2 (% of exports),Singapore,2.8
Brunei Darussalam,2015,Major trading partner 2 (% of exports),Singapore,3.5
Brunei Darussalam,2020,Major trading partner 2 (% of exports),Singapore,13.7
Brunei Darussalam,2010,Major trading partner 2 (% of imports),Singapore,19.1
Brunei Darussalam,2015,Major trading partner 2 (% of imports),Singapore,14.1
Brunei Darussalam,2020,Major trading partner 2 (% of imports),Singapore,12.5
Brunei Darussalam,2010,Major trading partner 3 (% of exports),Australia,10.3
Brunei Darussalam,2015,Major trading partner 3 (% of exports),Australia,3.5
Brunei Darussalam,2020,Major trading partner 3 (% of exports),Australia,10.2
Brunei Darussalam,2010,Major trading partner 3 (% of imports),Malaysia,23.6
Brunei Darussalam,2015,Major trading partner 3 (% of imports),Malaysia,21.2
Brunei Darussalam,2020,Major trading partner 3 (% of imports),Malaysia,11.9
Bulgaria,2010,Major trading partner 1 (% of exports),Germany,10.6
Bulgaria,2015,Major trading partner 1 (% of exports),Germany,13.3
Bulgaria,2020,Major trading partner 1 (% of exports),Germany,14.8
Bulgaria,2010,Major trading partner 1 (% of imports),Germany,11.7
Bulgaria,2015,Major trading partner 1 (% of imports),Germany,12.9
Bulgaria,2020,Major trading partner 1 (% of imports),Germany,12
Bulgaria,2010,Major trading partner 2 (% of exports),Romania,9.2
Bulgaria,2015,Major trading partner 2 (% of exports),Romania,9
Bulgaria,2020,Major trading partner 2 (% of exports),Romania,8.7
Bulgaria,2010,Major trading partner 2 (% of imports),Russian Federation,16.1
Bulgaria,2015,Major trading partner 2 (% of imports),Russian Federation,12
Bulgaria,2020,Major trading partner 2 (% of imports),Russian Federation,9.9
Bulgaria,2010,Major trading partner 3 (% of exports),Italy,9.7
Bulgaria,2015,Major trading partner 3 (% of exports),Italy,9.2
Bulgaria,2020,Major trading partner 3 (% of exports),Italy,7.3
Bulgaria,2010,Major trading partner 3 (% of imports),Italy,7.4
Bulgaria,2015,Major trading partner 3 (% of imports),Italy,7.6
Bulgaria,2020,Major trading partner 3 (% of imports),Italy,7.4
Burkina Faso,2010,Major trading partner 1 (% of exports),Switzerland,63.5
Burkina Faso,2015,Major trading partner 1 (% of exports),Switzerland,50.6
Burkina Faso,2020,Major trading partner 1 (% of exports),Switzerland,54.9
Burkina Faso,2010,Major trading partner 1 (% of imports),China,9.7
Burkina Faso,2015,Major trading partner 1 (% of imports),China,11.1
Burkina Faso,2020,Major trading partner 1 (% of imports),China,12.2
Burkina Faso,2010,Major trading partner 2 (% of exports),India,0.1
Burkina Faso,2015,Major trading partner 2 (% of exports),India,10.3
Burkina Faso,2020,Major trading partner 2 (% of exports),India,17.6
Burkina Faso,2010,Major trading partner 2 (% of imports),Côte d’Ivoire,16
Burkina Faso,2015,Major trading partner 2 (% of imports),Côte d’Ivoire,8.4
Burkina Faso,2020,Major trading partner 2 (% of imports),Côte d’Ivoire,10.6
Burkina Faso,2010,Major trading partner 3 (% of exports),Singapore,4.9
Burkina Faso,2015,Major trading partner 3 (% of exports),Singapore,10
Burkina Faso,2020,Major trading partner 3 (% of exports),Singapore,6.5
Burkina Faso,2010,Major trading partner 3 (% of imports),Russian Federation,1.5
Burkina Faso,2015,Major trading partner 3 (% of imports),Russian Federation,2
Burkina Faso,2020,Major trading partner 3 (% of imports),Russian Federation,7.9
Burundi,2010,Major trading partner 1 (% of exports),United Arab Emirates,8.8
Burundi,2015,Major trading partner 1 (% of exports),United Arab Emirates,12.7
Burundi,2020,Major trading partner 1 (% of exports),United Arab Emirates,39
Burundi,2010,Major trading partner 1 (% of imports),China,12
Burundi,2015,Major trading partner 1 (% of imports),China,12.6
Burundi,2020,Major trading partner 1 (% of imports),China,15.4
Burundi,2010,Major trading partner 2 (% of exports),Dem. Rep. of Congo,6.2
Burundi,2015,Major trading partner 2 (% of exports),Dem. Rep. of Congo,24.8
Burundi,2020,Major trading partner 2 (% of exports),Dem. Rep. of Congo,11
Burundi,2010,Major trading partner 2 (% of imports),Saudi Arabia,0.6
Burundi,2015,Major trading partner 2 (% of imports),Saudi Arabia,6.3
Burundi,2020,Major trading partner 2 (% of imports),Saudi Arabia,15.2
Burundi,2020,Major trading partner 3 (% of exports),Pakistan,6.1
Burundi,2010,Major trading partner 3 (% of imports),India,6
Burundi,2015,Major trading partner 3 (% of imports),India,12
Burundi,2020,Major trading partner 3 (% of imports),India,7.9
Cabo Verde,2010,Major trading partner 1 (% of exports),Spain,32.2
Cabo Verde,2015,Major trading partner 1 (% of exports),Spain,69
Cabo Verde,2020,Major trading partner 1 (% of exports),Spain,66.1
Cabo Verde,2010,Major trading partner 1 (% of imports),Portugal,45.5
Cabo Verde,2015,Major trading partner 1 (% of imports),Portugal,43.6
Cabo Verde,2020,Major trading partner 1 (% of imports),Portugal,44.8
Cabo Verde,2010,Major trading partner 2 (% of exports),Portugal,24.4
Cabo Verde,2015,Major trading partner 2 (% of exports),Portugal,14.1
Cabo Verde,2020,Major trading partner 2 (% of exports),Portugal,17.2
Cabo Verde,2010,Major trading partner 2 (% of imports),Netherlands,13.8
Cabo Verde,2015,Major trading partner 2 (% of imports),Netherlands,12.3
Cabo Verde,2020,Major trading partner 2 (% of imports),Netherlands,12.9
Cabo Verde,2010,Major trading partner 3 (% of exports),Italy,0
Cabo Verde,2015,Major trading partner 3 (% of exports),Italy,2
Cabo Verde,2020,Major trading partner 3 (% of exports),Italy,11.2
Cabo Verde,2010,Major trading partner 3 (% of imports),Spain,6.8
Cabo Verde,2015,Major trading partner 3 (% of imports),Spain,7.3
Cabo Verde,2020,Major trading partner 3 (% of imports),Spain,10.6
Cambodia,2010,Major trading partner 1 (% of exports),United States,34.1
Cambodia,2015,Major trading partner 1 (% of exports),United States,25
Cambodia,2020,Major trading partner 1 (% of exports),United States,29.8
Cambodia,2010,Major trading partner 1 (% of imports),China,24.2
Cambodia,2015,Major trading partner 1 (% of imports),China,36.8
Cambodia,2020,Major trading partner 1 (% of imports),China,37.4
Cambodia,2010,Major trading partner 2 (% of exports),Japan,1.6
Cambodia,2015,Major trading partner 2 (% of exports),Japan,6.7
Cambodia,2020,Major trading partner 2 (% of exports),Japan,7.7
Cambodia,2010,Major trading partner 2 (% of imports),Thailand,14.1
Cambodia,2015,Major trading partner 2 (% of imports),Thailand,14.6
Cambodia,2020,Major trading partner 2 (% of imports),Thailand,15.9
Cambodia,2010,Major trading partner 3 (% of exports),Germany,2
Cambodia,2015,Major trading partner 3 (% of exports),Germany,8.8
Cambodia,2020,Major trading partner 3 (% of exports),Germany,7.3
Cambodia,2010,Major trading partner 3 (% of imports),Viet Nam,9.9
Cambodia,2015,Major trading partner 3 (% of imports),Viet Nam,8.7
Cambodia,2020,Major trading partner 3 (% of imports),Viet Nam,13.4
Cameroon,2010,Major trading partner 1 (% of exports),Netherlands,13.1
Cameroon,2015,Major trading partner 1 (% of exports),Netherlands,16.3
Cameroon,2020,Major trading partner 1 (% of exports),Netherlands,16.7
Cameroon,2010,Major trading partner 1 (% of imports),China,10.6
Cameroon,2015,Major trading partner 1 (% of imports),China,19.4
Cameroon,2020,Major trading partner 1 (% of imports),China,28.1
Cameroon,2010,Major trading partner 2 (% of exports),China,8.5
Cameroon,2015,Major trading partner 2 (% of exports),China,12.5
Cameroon,2020,Major trading partner 2 (% of exports),China,16.7
Cameroon,2010,Major trading partner 2 (% of imports),Nigeria,18.2
Cameroon,2015,Major trading partner 2 (% of imports),Nigeria,12.1
Cameroon,2020,Major trading partner 2 (% of imports),Nigeria,21.2
Cameroon,2010,Major trading partner 3 (% of exports),United States,5.7
Cameroon,2015,Major trading partner 3 (% of exports),United States,2.1
Cameroon,2020,Major trading partner 3 (% of exports),United States,10
Cameroon,2010,Major trading partner 3 (% of imports),France,14.6
Cameroon,2015,Major trading partner 3 (% of imports),France,10.3
Cameroon,2020,Major trading partner 3 (% of imports),France,8.2
Canada,2010,Major trading partner 1 (% of exports),United States,74.9
Canada,2015,Major trading partner 1 (% of exports),United States,76.7
Canada,2020,Major trading partner 1 (% of exports),United States,73.4
Canada,2010,Major trading partner 1 (% of imports),United States,50.4
Canada,2015,Major trading partner 1 (% of imports),United States,53.2
Canada,2020,Major trading partner 1 (% of imports),United States,48.7
Canada,2010,Major trading partner 2 (% of exports),China,3.3
Canada,2015,Major trading partner 2 (% of exports),China,3.9
Canada,2020,Major trading partner 2 (% of exports),China,4.8
Canada,2010,Major trading partner 2 (% of imports),China,11
Canada,2015,Major trading partner 2 (% of imports),China,12.2
Canada,2020,Major trading partner 2 (% of imports),China,14.1
Canada,2010,Major trading partner 3 (% of exports),United Kingdom,4.1
Canada,2015,Major trading partner 3 (% of exports),United Kingdom,3.1
Canada,2020,Major trading partner 3 (% of exports),United Kingdom,3.8
Canada,2010,Major trading partner 3 (% of imports),Mexico,5.5
Canada,2015,Major trading partner 3 (% of imports),Mexico,5.8
Canada,2020,Major trading partner 3 (% of imports),Mexico,5.5
Cayman Islands,2010,Major trading partner 1 (% of exports),Netherlands,0
Cayman Islands,2015,Major trading partner 1 (% of exports),Netherlands,0.2
Cayman Islands,2020,Major trading partner 1 (% of exports),Netherlands,72.2
Cayman Islands,2010,Major trading partner 1 (% of imports),Netherlands,5.2
Cayman Islands,2015,Major trading partner 1 (% of imports),Netherlands,0.2
Cayman Islands,2020,Major trading partner 1 (% of imports),Netherlands,52
Cayman Islands,2015,Major trading partner 2 (% of exports),Cyprus,34.4
Cayman Islands,2020,Major trading partner 2 (% of exports),Cyprus,12.9
Cayman Islands,2010,Major trading partner 2 (% of imports),United States,11.7
Cayman Islands,2015,Major trading partner 2 (% of imports),United States,85.4
Cayman Islands,2020,Major trading partner 2 (% of imports),United States,19.5
Cayman Islands,2010,Major trading partner 3 (% of exports),United Kingdom,4.1
Cayman Islands,2015,Major trading partner 3 (% of exports),United Kingdom,3.5
Cayman Islands,2020,Major trading partner 3 (% of exports),United Kingdom,3.7
Cayman Islands,2010,Major trading partner 3 (% of imports),Italy,2.6
Cayman Islands,2015,Major trading partner 3 (% of imports),Italy,0.2
Cayman Islands,2020,Major trading partner 3 (% of imports),Italy,9.3
Central African Republic,2010,Major trading partner 1 (% of exports),France,16
